Date,Open,High,Low,Close,Volume,Ticker
2014-06-16,1934.8399658203125,1941.1500244140625,1930.9100341796875,1937.780029296875,2926130000.0,^GSPC
2014-06-17,1937.1500244140625,1943.68994140625,1933.550048828125,1941.989990234375,2971260000.0,^GSPC
2014-06-18,1942.72998046875,1957.739990234375,1939.2900390625,1956.97998046875,3065220000.0,^GSPC
2014-06-19,1957.5,1959.8699951171875,1952.260009765625,1959.47998046875,2952150000.0,^GSPC
2014-06-20,1960.449951171875,1963.9100341796875,1959.1700439453125,1962.8699951171875,4336240000.0,^GSPC
2014-06-23,1962.9200439453125,1963.739990234375,1958.8900146484375,1962.6099853515625,2717630000.0,^GSPC
2014-06-24,1961.969970703125,1968.1700439453125,1948.3399658203125,1949.97998046875,3089700000.0,^GSPC
2014-06-25,1949.27001953125,1960.8299560546875,1947.489990234375,1959.530029296875,3106710000.0,^GSPC
2014-06-26,1959.8900146484375,1959.8900146484375,1944.68994140625,1957.219970703125,2778840000.0,^GSPC
2014-06-27,1956.56005859375,1961.469970703125,1952.1800537109375,1960.9599609375,4290590000.0,^GSPC
2014-06-30,1960.7900390625,1964.239990234375,1958.219970703125,1960.22998046875,3037350000.0,^GSPC
2014-07-01,1962.2900390625,1978.5799560546875,1962.2900390625,1973.3199462890625,3188240000.0,^GSPC
2014-07-02,1973.06005859375,1976.6700439453125,1972.5799560546875,1974.6199951171875,2851480000.0,^GSPC
2014-07-03,1975.8800048828125,1985.5899658203125,1975.8800048828125,1985.43994140625,1998090000.0,^GSPC
2014-07-07,1984.219970703125,1984.219970703125,1974.8800048828125,1977.6500244140625,2681260000.0,^GSPC
2014-07-08,1976.3900146484375,1976.3900146484375,1959.4599609375,1963.7099609375,3302430000.0,^GSPC
2014-07-09,1965.0999755859375,1974.1500244140625,1965.0999755859375,1972.8299560546875,2858800000.0,^GSPC
2014-07-10,1966.6700439453125,1969.8399658203125,1952.8599853515625,1964.6800537109375,3165690000.0,^GSPC
2014-07-11,1965.760009765625,1968.6700439453125,1959.6300048828125,1967.5699462890625,2684630000.0,^GSPC
2014-07-14,1969.8599853515625,1979.8499755859375,1969.8599853515625,1977.0999755859375,2744920000.0,^GSPC
2014-07-15,1977.3599853515625,1982.52001953125,1965.3399658203125,1973.280029296875,3328740000.0,^GSPC
2014-07-16,1976.3499755859375,1983.93994140625,1975.6700439453125,1981.5699462890625,3390950000.0,^GSPC
2014-07-17,1979.75,1981.800048828125,1955.5899658203125,1958.1199951171875,3381680000.0,^GSPC
2014-07-18,1961.5400390625,1979.9100341796875,1960.8199462890625,1978.219970703125,3106060000.0,^GSPC
2014-07-21,1976.9300537109375,1976.9300537109375,1965.77001953125,1973.6300048828125,2611160000.0,^GSPC
2014-07-22,1975.6500244140625,1986.239990234375,1975.6500244140625,1983.530029296875,2890480000.0,^GSPC
2014-07-23,1985.3199462890625,1989.22998046875,1982.43994140625,1987.010009765625,2869720000.0,^GSPC
2014-07-24,1988.0699462890625,1991.3900146484375,1985.7900390625,1987.97998046875,3203530000.0,^GSPC
2014-07-25,1984.5999755859375,1984.5999755859375,1974.3699951171875,1978.3399658203125,2638960000.0,^GSPC
2014-07-28,1978.25,1981.52001953125,1967.31005859375,1978.9100341796875,2803320000.0,^GSPC
2014-07-29,1980.030029296875,1984.8499755859375,1969.949951171875,1969.949951171875,3183300000.0,^GSPC
2014-07-30,1973.2099609375,1978.9000244140625,1962.4200439453125,1970.0699462890625,3448250000.0,^GSPC
2014-07-31,1965.1400146484375,1965.1400146484375,1930.6700439453125,1930.6700439453125,4193000000.0,^GSPC
2014-08-01,1929.800048828125,1937.3499755859375,1916.3699951171875,1925.1500244140625,3789660000.0,^GSPC
2014-08-04,1926.6199951171875,1942.9200439453125,1921.199951171875,1938.989990234375,3072920000.0,^GSPC
2014-08-05,1936.3399658203125,1936.3399658203125,1913.77001953125,1920.2099609375,3462520000.0,^GSPC
2014-08-06,1917.2900390625,1927.9100341796875,1911.449951171875,1920.239990234375,3539150000.0,^GSPC
2014-08-07,1923.030029296875,1928.8900146484375,1904.780029296875,1909.5699462890625,3230520000.0,^GSPC
2014-08-08,1910.3499755859375,1932.3800048828125,1909.010009765625,1931.5899658203125,2902280000.0,^GSPC
2014-08-11,1933.4300537109375,1944.9000244140625,1933.4300537109375,1936.9200439453125,2784890000.0,^GSPC
2014-08-12,1935.72998046875,1939.6500244140625,1928.2900390625,1933.75,2611700000.0,^GSPC
2014-08-13,1935.5999755859375,1948.4100341796875,1935.5999755859375,1946.719970703125,2718020000.0,^GSPC
2014-08-14,1947.4100341796875,1955.22998046875,1947.4100341796875,1955.1800537109375,2609460000.0,^GSPC
2014-08-15,1958.8699951171875,1964.0400390625,1941.5,1955.06005859375,3023380000.0,^GSPC
2014-08-18,1958.3599853515625,1971.989990234375,1958.3599853515625,1971.739990234375,2638160000.0,^GSPC
2014-08-19,1972.72998046875,1982.5699462890625,1972.72998046875,1981.5999755859375,2656430000.0,^GSPC
2014-08-20,1980.4599609375,1988.5699462890625,1977.6800537109375,1986.510009765625,2579560000.0,^GSPC
2014-08-21,1986.8199462890625,1994.760009765625,1986.8199462890625,1992.3699951171875,2638920000.0,^GSPC
2014-08-22,1992.5999755859375,1993.5400390625,1984.760009765625,1988.4000244140625,2301860000.0,^GSPC
2014-08-25,1991.739990234375,2001.949951171875,1991.739990234375,1997.9200439453125,2233880000.0,^GSPC
2014-08-26,1998.5899658203125,2005.0400390625,1998.5899658203125,2000.02001953125,2451950000.0,^GSPC
2014-08-27,2000.5400390625,2002.1400146484375,1996.199951171875,2000.1199951171875,2344350000.0,^GSPC
2014-08-28,1997.4200439453125,1998.550048828125,1990.52001953125,1996.739990234375,2282400000.0,^GSPC
2014-08-29,1998.449951171875,2003.3800048828125,1994.6500244140625,2003.3699951171875,2259130000.0,^GSPC
2014-09-02,2004.0699462890625,2006.1199951171875,1994.8499755859375,2002.280029296875,2819980000.0,^GSPC
2014-09-03,2003.5699462890625,2009.280029296875,1998.1400146484375,2000.719970703125,2809980000.0,^GSPC
2014-09-04,2001.6700439453125,2011.1700439453125,1992.5400390625,1997.6500244140625,3072410000.0,^GSPC
2014-09-05,1998.0,2007.7099609375,1990.0999755859375,2007.7099609375,2818300000.0,^GSPC
2014-09-08,2007.1700439453125,2007.1700439453125,1995.5999755859375,2001.5400390625,2789090000.0,^GSPC
2014-09-09,2000.72998046875,2001.010009765625,1984.6099853515625,1988.43994140625,2882830000.0,^GSPC
2014-09-10,1988.4100341796875,1996.6600341796875,1982.989990234375,1995.68994140625,2912430000.0,^GSPC
2014-09-11,1992.8499755859375,1997.6500244140625,1985.9300537109375,1997.449951171875,2941690000.0,^GSPC
2014-09-12,1996.739990234375,1996.739990234375,1980.260009765625,1985.5400390625,3206570000.0,^GSPC
2014-09-15,1986.0400390625,1987.1800537109375,1978.47998046875,1984.1300048828125,2776530000.0,^GSPC
2014-09-16,1981.9300537109375,2002.280029296875,1979.06005859375,1998.97998046875,3160310000.0,^GSPC
2014-09-17,1999.300048828125,2010.739990234375,1993.2900390625,2001.5699462890625,3209420000.0,^GSPC
2014-09-18,2003.0699462890625,2012.3399658203125,2003.0699462890625,2011.3599853515625,3235340000.0,^GSPC
2014-09-19,2012.739990234375,2019.260009765625,2006.5899658203125,2010.4000244140625,4880220000.0,^GSPC
2014-09-22,2009.0799560546875,2009.0799560546875,1991.010009765625,1994.2900390625,3349670000.0,^GSPC
2014-09-23,1992.780029296875,1995.4100341796875,1982.77001953125,1982.77001953125,3279350000.0,^GSPC
2014-09-24,1983.3399658203125,1999.7900390625,1978.6300048828125,1998.300048828125,3313850000.0,^GSPC
2014-09-25,1997.3199462890625,1997.3199462890625,1965.989990234375,1965.989990234375,3273050000.0,^GSPC
2014-09-26,1966.219970703125,1986.3699951171875,1966.219970703125,1982.8499755859375,2929440000.0,^GSPC
2014-09-29,1978.9599609375,1981.280029296875,1964.0400390625,1977.800048828125,3094440000.0,^GSPC
2014-09-30,1978.2099609375,1985.1700439453125,1968.9599609375,1972.2900390625,3951100000.0,^GSPC
2014-10-01,1971.43994140625,1971.43994140625,1941.719970703125,1946.1600341796875,4188590000.0,^GSPC
2014-10-02,1945.8299560546875,1952.3199462890625,1926.030029296875,1946.1700439453125,4012510000.0,^GSPC
2014-10-03,1948.1199951171875,1971.18994140625,1948.1199951171875,1967.9000244140625,3560970000.0,^GSPC
2014-10-06,1970.010009765625,1977.8399658203125,1958.4300537109375,1964.8199462890625,3358220000.0,^GSPC
2014-10-07,1962.3599853515625,1962.3599853515625,1934.8699951171875,1935.0999755859375,3687870000.0,^GSPC
2014-10-08,1935.550048828125,1970.3599853515625,1925.25,1968.8900146484375,4441890000.0,^GSPC
2014-10-09,1967.6800537109375,1967.6800537109375,1927.56005859375,1928.2099609375,4344020000.0,^GSPC
2014-10-10,1925.6300048828125,1936.97998046875,1906.050048828125,1906.1300048828125,4550540000.0,^GSPC
2014-10-13,1905.6500244140625,1912.0899658203125,1874.1400146484375,1874.739990234375,4352580000.0,^GSPC
2014-10-14,1877.1099853515625,1898.7099609375,1871.7900390625,1877.699951171875,4812010000.0,^GSPC
2014-10-15,1874.1800537109375,1874.1800537109375,1820.6600341796875,1862.489990234375,6090800000.0,^GSPC
2014-10-16,1855.949951171875,1876.010009765625,1835.02001953125,1862.760009765625,5073150000.0,^GSPC
2014-10-17,1864.9100341796875,1898.1600341796875,1864.9100341796875,1886.760009765625,4482120000.0,^GSPC
2014-10-20,1885.6199951171875,1905.030029296875,1882.300048828125,1904.010009765625,3331210000.0,^GSPC
2014-10-21,1909.3800048828125,1942.449951171875,1909.3800048828125,1941.280029296875,3987090000.0,^GSPC
2014-10-22,1941.2900390625,1949.31005859375,1926.8299560546875,1927.1099853515625,3761930000.0,^GSPC
2014-10-23,1931.02001953125,1961.949951171875,1931.02001953125,1950.8199462890625,3789250000.0,^GSPC
2014-10-24,1951.5899658203125,1965.27001953125,1946.27001953125,1964.5799560546875,3078380000.0,^GSPC
2014-10-27,1962.969970703125,1964.6400146484375,1951.3699951171875,1961.6300048828125,3538860000.0,^GSPC
2014-10-28,1964.1400146484375,1985.050048828125,1964.1400146484375,1985.050048828125,3653260000.0,^GSPC
2014-10-29,1983.2900390625,1991.4000244140625,1969.0400390625,1982.300048828125,3740350000.0,^GSPC
2014-10-30,1979.489990234375,1999.4000244140625,1974.75,1994.6500244140625,3586150000.0,^GSPC
2014-10-31,2001.199951171875,2018.18994140625,2001.199951171875,2018.050048828125,4292290000.0,^GSPC
2014-11-03,2018.2099609375,2024.4599609375,2013.6800537109375,2017.81005859375,3555440000.0,^GSPC
2014-11-04,2015.81005859375,2015.97998046875,2001.010009765625,2012.0999755859375,3956260000.0,^GSPC
2014-11-05,2015.2900390625,2023.77001953125,2014.4200439453125,2023.5699462890625,3766590000.0,^GSPC
2014-11-06,2023.3299560546875,2031.6099853515625,2015.8599853515625,2031.2099609375,3669770000.0,^GSPC
2014-11-07,2032.3599853515625,2034.260009765625,2025.0699462890625,2031.9200439453125,3704280000.0,^GSPC
2014-11-10,2032.010009765625,2038.699951171875,2030.1700439453125,2038.260009765625,3284940000.0,^GSPC
2014-11-11,2038.199951171875,2041.280029296875,2035.280029296875,2039.6800537109375,2958320000.0,^GSPC
2014-11-12,2037.75,2040.3299560546875,2031.949951171875,2038.25,3246650000.0,^GSPC
2014-11-13,2039.2099609375,2046.1800537109375,2030.43994140625,2039.3299560546875,3455270000.0,^GSPC
2014-11-14,2039.739990234375,2042.219970703125,2035.199951171875,2039.8199462890625,3227130000.0,^GSPC
2014-11-17,2038.2900390625,2043.0699462890625,2034.4599609375,2041.3199462890625,3152890000.0,^GSPC
2014-11-18,2041.47998046875,2056.080078125,2041.47998046875,2051.800048828125,3416190000.0,^GSPC
2014-11-19,2051.159912109375,2052.139892578125,2040.3699951171875,2048.719970703125,3390850000.0,^GSPC
2014-11-20,2045.8699951171875,2053.840087890625,2040.489990234375,2052.75,3128290000.0,^GSPC
2014-11-21,2057.4599609375,2071.4599609375,2056.75,2063.5,3916420000.0,^GSPC
2014-11-24,2065.070068359375,2070.169921875,2065.070068359375,2069.409912109375,3128060000.0,^GSPC
2014-11-25,2070.14990234375,2074.2099609375,2064.75,2067.030029296875,3392940000.0,^GSPC
2014-11-26,2067.360107421875,2073.2900390625,2066.6201171875,2072.830078125,2745260000.0,^GSPC
2014-11-28,2074.780029296875,2075.760009765625,2065.06005859375,2067.56005859375,2504640000.0,^GSPC
2014-12-01,2065.780029296875,2065.780029296875,2049.570068359375,2053.43994140625,4159010000.0,^GSPC
2014-12-02,2053.77001953125,2068.77001953125,2053.77001953125,2066.550048828125,3686650000.0,^GSPC
2014-12-03,2067.449951171875,2076.280029296875,2066.64990234375,2074.330078125,3612680000.0,^GSPC
2014-12-04,2073.639892578125,2077.340087890625,2062.340087890625,2071.919921875,3408340000.0,^GSPC
2014-12-05,2072.780029296875,2079.469970703125,2070.81005859375,2075.3701171875,3419620000.0,^GSPC
2014-12-08,2074.840087890625,2075.780029296875,2054.27001953125,2060.31005859375,3800990000.0,^GSPC
2014-12-09,2056.550048828125,2060.60009765625,2034.1700439453125,2059.820068359375,3970150000.0,^GSPC
2014-12-10,2058.860107421875,2058.860107421875,2024.260009765625,2026.1400146484375,4114440000.0,^GSPC
2014-12-11,2027.9200439453125,2055.530029296875,2027.9200439453125,2035.3299560546875,3917950000.0,^GSPC
2014-12-12,2030.3599853515625,2032.25,2002.3299560546875,2002.3299560546875,4157650000.0,^GSPC
2014-12-15,2005.030029296875,2018.68994140625,1982.260009765625,1989.6300048828125,4361990000.0,^GSPC
2014-12-16,1986.7099609375,2016.8900146484375,1972.56005859375,1972.739990234375,4958680000.0,^GSPC
2014-12-17,1973.77001953125,2016.75,1973.77001953125,2012.8900146484375,4942370000.0,^GSPC
2014-12-18,2018.97998046875,2061.22998046875,2018.97998046875,2061.22998046875,4703380000.0,^GSPC
2014-12-19,2061.0400390625,2077.85009765625,2061.030029296875,2070.64990234375,6465530000.0,^GSPC
2014-12-22,2069.280029296875,2078.760009765625,2069.280029296875,2078.5400390625,3369520000.0,^GSPC
2014-12-23,2081.47998046875,2086.72998046875,2079.77001953125,2082.169921875,3043950000.0,^GSPC
2014-12-24,2083.25,2087.56005859375,2081.860107421875,2081.8798828125,1416980000.0,^GSPC
2014-12-26,2084.300048828125,2092.699951171875,2084.300048828125,2088.77001953125,1735230000.0,^GSPC
2014-12-29,2087.6298828125,2093.550048828125,2085.75,2090.570068359375,2452360000.0,^GSPC
2014-12-30,2088.489990234375,2088.489990234375,2079.530029296875,2080.35009765625,2440280000.0,^GSPC
2014-12-31,2082.110107421875,2085.580078125,2057.93994140625,2058.89990234375,2606070000.0,^GSPC
2015-01-02,2058.89990234375,2072.360107421875,2046.0400390625,2058.199951171875,2708700000.0,^GSPC
2015-01-05,2054.43994140625,2054.43994140625,2017.3399658203125,2020.5799560546875,3799120000.0,^GSPC
2015-01-06,2022.1500244140625,2030.25,1992.43994140625,2002.6099853515625,4460110000.0,^GSPC
2015-01-07,2005.550048828125,2029.6099853515625,2005.550048828125,2025.9000244140625,3805480000.0,^GSPC
2015-01-08,2030.6099853515625,2064.080078125,2030.6099853515625,2062.139892578125,3934010000.0,^GSPC
2015-01-09,2063.449951171875,2064.429931640625,2038.3299560546875,2044.81005859375,3364140000.0,^GSPC
2015-01-12,2046.1300048828125,2049.300048828125,2022.5799560546875,2028.260009765625,3456460000.0,^GSPC
2015-01-13,2031.5799560546875,2056.929931640625,2008.25,2023.030029296875,4107300000.0,^GSPC
2015-01-14,2018.4000244140625,2018.4000244140625,1988.43994140625,2011.27001953125,4378680000.0,^GSPC
2015-01-15,2013.75,2021.3499755859375,1991.469970703125,1992.6700439453125,4276720000.0,^GSPC
2015-01-16,1992.25,2020.4599609375,1988.1199951171875,2019.4200439453125,4056410000.0,^GSPC
2015-01-20,2020.760009765625,2028.93994140625,2004.489990234375,2022.550048828125,3944340000.0,^GSPC
2015-01-21,2020.18994140625,2038.2900390625,2012.0400390625,2032.1199951171875,3730070000.0,^GSPC
2015-01-22,2034.300048828125,2064.6201171875,2026.3800048828125,2063.14990234375,4176050000.0,^GSPC
2015-01-23,2062.97998046875,2062.97998046875,2050.5400390625,2051.820068359375,3573560000.0,^GSPC
2015-01-26,2050.419921875,2057.6201171875,2040.969970703125,2057.090087890625,3465760000.0,^GSPC
2015-01-27,2047.8599853515625,2047.8599853515625,2019.9100341796875,2029.550048828125,3329810000.0,^GSPC
2015-01-28,2032.3399658203125,2042.489990234375,2001.489990234375,2002.1600341796875,4067530000.0,^GSPC
2015-01-29,2002.449951171875,2024.6400146484375,1989.1800537109375,2021.25,4127140000.0,^GSPC
2015-01-30,2019.3499755859375,2023.3199462890625,1993.3800048828125,1994.989990234375,4568650000.0,^GSPC
2015-02-02,1996.6700439453125,2021.6600341796875,1980.9000244140625,2020.8499755859375,4008330000.0,^GSPC
2015-02-03,2022.7099609375,2050.300048828125,2022.7099609375,2050.030029296875,4615900000.0,^GSPC
2015-02-04,2048.860107421875,2054.739990234375,2036.719970703125,2041.510009765625,4141920000.0,^GSPC
2015-02-05,2043.449951171875,2063.550048828125,2043.449951171875,2062.52001953125,3821990000.0,^GSPC
2015-02-06,2062.280029296875,2072.39990234375,2049.969970703125,2055.469970703125,4232970000.0,^GSPC
2015-02-09,2053.469970703125,2056.159912109375,2041.8800048828125,2046.739990234375,3549540000.0,^GSPC
2015-02-10,2049.3798828125,2070.860107421875,2048.6201171875,2068.590087890625,3669850000.0,^GSPC
2015-02-11,2068.550048828125,2073.47998046875,2057.989990234375,2068.530029296875,3596860000.0,^GSPC
2015-02-12,2069.97998046875,2088.530029296875,2069.97998046875,2088.47998046875,3788350000.0,^GSPC
2015-02-13,2088.780029296875,2097.030029296875,2086.699951171875,2096.989990234375,3527450000.0,^GSPC
2015-02-17,2096.469970703125,2101.300048828125,2089.800048828125,2100.340087890625,3361750000.0,^GSPC
2015-02-18,2099.159912109375,2100.22998046875,2092.14990234375,2099.679931640625,3370020000.0,^GSPC
2015-02-19,2099.25,2102.1298828125,2090.7900390625,2097.449951171875,3247100000.0,^GSPC
2015-02-20,2097.64990234375,2110.610107421875,2085.43994140625,2110.300048828125,3281600000.0,^GSPC
2015-02-23,2109.830078125,2110.050048828125,2103.0,2109.659912109375,3093680000.0,^GSPC
2015-02-24,2109.10009765625,2117.93994140625,2105.8701171875,2115.47998046875,3199840000.0,^GSPC
2015-02-25,2115.300048828125,2119.590087890625,2109.889892578125,2113.860107421875,3312340000.0,^GSPC
2015-02-26,2113.909912109375,2113.909912109375,2103.760009765625,2110.739990234375,3408690000.0,^GSPC
2015-02-27,2110.8798828125,2112.739990234375,2103.75,2104.5,3547380000.0,^GSPC
2015-03-02,2105.22998046875,2117.52001953125,2104.5,2117.389892578125,3409490000.0,^GSPC
2015-03-03,2115.760009765625,2115.760009765625,2098.260009765625,2107.780029296875,3262300000.0,^GSPC
2015-03-04,2107.719970703125,2107.719970703125,2094.489990234375,2098.530029296875,3421110000.0,^GSPC
2015-03-05,2098.5400390625,2104.25,2095.219970703125,2101.0400390625,3103030000.0,^GSPC
2015-03-06,2100.909912109375,2100.909912109375,2067.27001953125,2071.260009765625,3853570000.0,^GSPC
2015-03-09,2072.25,2083.489990234375,2072.2099609375,2079.429931640625,3349090000.0,^GSPC
2015-03-10,2076.139892578125,2076.139892578125,2044.1600341796875,2044.1600341796875,3668900000.0,^GSPC
2015-03-11,2044.68994140625,2050.080078125,2039.68994140625,2040.239990234375,3406570000.0,^GSPC
2015-03-12,2041.0999755859375,2066.409912109375,2041.0999755859375,2065.949951171875,3405860000.0,^GSPC
